doc_id	genre	source	date	text
11	PBLMD	PBLMD	2021-01-04	Läget är ansträngt på sjukhusens avdelningar, och antalet smittade ser ut att öka i hela Västra götalandsregionen. Därför uppmanar nu regionstyrelsen Folkhälsomyndigheten att ändra sin rekommendation om att vaccinationens fas 1 även ska inkludera vårdpersonal. I ett pressmeddelande skriver regionstyrelsens ordförande Johnny Magnusson (M) att man med anledning av det förändrade smittoläget i regionen vill att Folkhälsomyndigheten ska ändra sin rekommendation om vilka som ska få vaccinet först till att även omfatta personal i covid-vårdkedjan. - Skulle inte vår uppmaning till ändrad prioriteringsordning hörsammas får vi överväga om vi ska gå vidare på egen hand. Helst vill vi dock se en gemensam strategi för prioriteringen inom landet, säger Johnny Magnusson i ett pressmeddelande. "Det finns ett allmänintresse" På Sahlgrenska universitetssjukhuset skulle detta omfatta 2200 personer, hur många fler som skulle omfattas av en förändrar prioritetsordning undersöker regionen för tillfället. - Vi vill göra detta så snart som möjligt för att säkra vår förmåga att kunna ge vård till våra invånare. Det finns ett klart allmänintresse i att vårdpersonalen prioriteras när det gäller vaccinering eftersom det är de som står in frontlinjen och behövs för att ta hand om våra invånare som blir sjuka. Personalen har dessutom dragit ett oerhört tungt lass, och vi måste göra vårt yttersta för att skydda dem i detta läge när smittan är så spridd i samhället, fortsätter regionstyrelsen ordförande Johnny Magnusson. Överläkaren Kai Knudsen vädjade att vårdpersonalen ska prioriteras högre så sent som på nyårsafton. 
12	PBLMD	PBLMD	2021-01-04	Under måndagen uppdaterade Västra Götalandsregionen covid-19-statistiken och den talar sitt tydliga språk: kurvan fortsätter uppåt. Den 4 januari vårdas 543 personer på regionens sjukhus, varav 74 personer intensivvårdas. Noteringen på iva är den högsta sedan i maj förra året, och de senaste dagarna har ökningen intensifierats. Mellan den 30 december och den 4 januari har ytterligare 12 personer lagts in på iva på regionens sjukhus och sammanlagt intensivvårdas 74 personer. Den senaste ökningen syns tydligt i nästan hela regionen, där alla kurvor pekar på en ökning av smittan igen. Undantaget är sjukhusen i Väster där antalet patienter har minskat. På Skaraborgs sjukhus vårdas 71 patienter med covid-19, vilket är den högsta siffran sedan pandemin startade. Av dessa vårdas 11 på iva, och detta är den högsta siffran sedan den 22 maj 2020 då 12 personer vårdades på sjukhuset. Vaccineringen fortsätter Under mellandagarna var det planerat att omkring 500 personer skulle få vaccinet. Och under januari väntas Västra Götaland få tillgång till ungefär 100 000 doser. Doserna kommer i första hand att användas till att vaccinera personer på särskilda boenden. 
13	NEWS	NEWS	2021-01-05	I sviterna av covid-19 har ett trettiotal barn drabbats av en livshotande hyperinflammation när kroppens immunförsvar angriper den egna kroppen. Ett hundratal tidigare fullt friska barn i Sverige har drabbats hårt av covid-19. Barnen får hyperinflammation när kroppens immunförsvar angriper den egna kroppen. Ett trettiotal har blivit livshotande sjuka. I Lund varnar läkarna för att barnintensiven är full. Den senaste tiden har rapporterna om den extremt hårda pressen på sjukvården i Skåne avlöst varandra. Även barnintensiven i Lund är helt full, eftersom fler barn med akuta sjukvårdsbehov i sviterna av covid-19 har kommit in och vårdas sida vid sida med barn som behöver intensivvård av andra orsaker. - Vi ser att barn som har haft covid drabbas av det här inflammatoriska syndromet, MIS-C, tre till sex veckor efter genomgången infektion, säger Maria Mossberg, överläkare vid barnkliniken i Lund. 
14	NEWS	NEWS	2021-01-05	Kaliforniens hälso- och sjukvårdspersonal är inte särskilt entusiastiska över de nya Coronavaccinerna - mer än hälften av den behandlande medicinska personalen på ett sjukhus har sagt "nej". Även i Tyskland och Frankrike kan liknande fenomen observeras. Mellan 20 och 50 procent av personalen på andra vårdinstitutioner tyckte likadant, enligt Los Angeles Times. UCLA Health rapporterade att endast 7 300 av personalstyrkan på 37 000 hade tagit sprutan, och ansvariga tjänstemän säger att "det kan finnas vaccinskepsis i vår arbetskraft". Av de 700 sjukhusanställda som är berättigade till vaccinet på St. Elizabeth Community Hospital i Tehama County gick färre än hälften med på att vaccineras. Upp till 40 procent av Los Angeles Countys vårdgivare vägrade, enligt countyts folkhälsotjänstemän. I Riverside County vägrade så många vaccinet - uppskattningsvis 50 procent - att sjukhus och tjänstemän var tvungna att hitta nya mottagare för de oanvända doserna, berättade folkhälsodirektör Kim Saruwatari för LA Times. Forskare hade "antagit att sjukhuspersonal skulle vara bland de mest i samklang med de vetenskapliga data som stöder vacciner" men flera rapporter om lägre än väntat deltagande har noterats över hela USA. En färsk undersökning från Kaiser Family Foundation visar att 29 procent av alla vårdpersonal är "vaccinskeptisk", vilket är högre än andelen för den allmänna befolkningen, med 27 procent. Ökande motstånd i Frankrike Även antalet fransmän som motsätter sig Covid-19-vaccinet ökar. Vaccinationskampanjen har redan inletts men antalet svarande som säger att de är emot den ökar i Frankrike. Utmaningen är dubbel för den verkställande makten när det nya året börjar. Samtidigt som siffrorna vittnar om en allvarlig försening när det gäller att övertyga befolkningen i Frankrike att vaccinera sig, visade en ny studie att fransmännen till stor del motsätter sig processen och inte vill underkasta sig den. 
15	NEWS	NEWS	2021-01-05	Landets 21 regioner och 290 kommuner har kommit olika långt i att erbjuda omsorgspersonalen vaccin. Arkivbild. I flera kommuner och regioner har den prioriterade omsorgspersonalen på äldreboenden ännu inte blivit erbjudna något vaccin. Men det är också långt ifrån alla som tackar ja till sprutan. Omkring hälften av de anställda vid äldreboenden i Västernorrlands län har än så länge tackat ja till erbjudandet om vaccin, rapporterar Sundsvalls Tidning. - Vaccinationsstrategin faller därmed eftersom tanken är att skapa en "skyddande mur" kring de sköraste, säger regionens vaccinsamordnare Karin Sellgren till tidningen. 
16	NEWS	NEWS	2021-01-05	Svenska folkets förtroende för statsminister Stefan Löfven (S) har minskat betydligt efter den senaste månadens avslöjanden om ministrar och myndighetschefer som åker på julresor och shoppingrundor mitt under pandemin. - Många verkar tycka att det finns en dubbelmoral, säger Karin Nelsson på Demoskop. I en ny mätning från Aftonbladet/Demoskop, som gjordes under söndagen och måndagen, säger 31 procent av de svarande att de har ganska eller mycket stort förtroende för Stefan Löfven. Det är sju procentenheter mindre än i förra mätningen som gjordes i december. Man har även frågat om folks inställning till MSB-chefen Dan Eliasson, och där säger blott sex procent att de har ganska eller mycket stort förtroende. Hela 62 procent uppger att deras förtroende för generaldirektören är mycket litet. Det låga förtroendet kopplas till flera avslöjanden från senaste tiden om makthavare som inte lever som de lär. I Löfvens fall handlade det om ett besök i en galleria strax före jul. Eliasson å sin sida valde att åka till Kanarieöarna över julen - trots att myndigheterna avråder från icke nödvändiga resor. - Många verkar tycka att det finns en dubbelmoral. Vi har fått höra att vi ska ställa in, inte resa och besöka släktingar och inte träffa större sällskap. Flera kommenterar att restriktionerna inte verkar gälla ministrarna själva, säger Demoskops vd Karin Nelsson till Aftonbladet. En annan skillnad mot förra mätningen är att åtta procent av de svarande nu tycker att Sveriges coronaåtgärder är för långtgående. I december var siffran fyra procent. - Det är fortfarande en mindre andel. Men vi ser vad effekten blir när personer i ledande ställning inte väljer det de själva beslutat om. Många resonerar att "varför ska vi vidta åtgärder när inte ens de gör det"? säger Karin Nelsson. 
17	PBLMD	PBLMD	2021-01-05	Folkhälsomyndigheten öppnar för att tidigarelägga vaccinering av viss vårdpersonal. Det på grund av den höga vårdbelastningen. - Vi förstår att man måste göra anpassningar, säger statsepidemiologen Anders Tegnell. Enligt Folkhälsomyndighetens prioriteringsordning är det de svagaste och sjukaste som ska vaccineras först. Nu - efter flera larm från vården - har myndigheten ändrat sig. I alla fall på vissa punkter. "Måste göra anpassningar" Enligt ett besked på tisdagseftermiddagen kan viss vårdpersonal, exempelvis på IVA, prioriteras före riskgrupper. Detta för att förhindra att mer vårdpersonal insjuknar i covid-19. - Vi kan förstå att man måste göra dessa regionala anpassningar för att se till att man har en välfungerande vård, sa statsepidemiolog Anders Tegnell på tisdagens pressträff. Ska ske parallellt Att pausa vaccineringen av de svagaste och sjukaste är det dock inte tal om. Enligt Folkhälsomyndigheten bör vaccineringen av vårdpersonal ske parallellt med vaccinering av äldre på särskilda boenden. - Man kan tänka sig en modell där man låter den första fasen överlappa fas två där sjukvårdspersonalen går in. Det finns inget i det som går emot vår övergripande prioritering, sa Anders Tegnell. Kan ändå sprida smitta Förhoppningen är att vaccinering av vårdpersonal ska minska personalbristen på landets IVA-avdelningar. Men enligt Anders Tegnell finns det osäkerheter kring effekten. - Vaccinationen skyddar mot att bli sjuk i covid men inga data stöder att man inte smittar andra. Det är det lilla orosmomentet. 
18	PBLMD	PBLMD	2021-01-05	Personer i riskgrupp, vårdpersonal - och barn. De är grupper som prioriteras olika i vaccinationskön. - Att man börjar med riskgrupperna är inte ett dugg konstigt, det är de som är skörast, säger Matti Sällberg, professor och vaccinforskare vid Karolinska Institutet. "På grund av hög vårdbelastning kan regionernas vaccinering mot covid-19 behöva tidigareläggas för viss vårdpersonal. Men vaccineringen bör ske parallellt med att boende och personal i den kommunala omsorgen vaccineras", skriver Folkhälsomyndigheten i ett pressmeddelande. - Det är väldigt viktigt att personalen som sliter hårt och är utsatta får ett bra skydd snabbt, säger Matti Sällberg om vaccinering av vårdpersonalen. En grupp som inte prioriteras lika högt som riskgrupper och vårdpersonal är barn. I de flesta fall blir barn som smittas inte så sjuka. - Men ett fåtal barn som får infektionen blir ganska allvarligt sjuka, jag tror att man kan se en vinst av att vaccinera även barn, säger Matti Sällberg. 
19	PBLMD	PBLMD	2021-01-05	Är det säkert för de äldre att vaccineras på vårdcentral och hur bokar de som saknar bank-ID tid? Hör hälsovalschefen Mats Henningsson svara på frågorna i klippet. Planen för vaccineringen i Sörmland har väckt många frågor. Det handlar bland annat om att en del äldre kan utsättas för smittorisk när de ska få sina doser på vårdcentral. Men enligt regionen kommer vaccineringen gå till på ett coronasäkert sätt. Om två veckor räknar regionen att man kan påbörja vaccinationen av personer som har hemtjänst eller hemsjukvård. Regionen har gått ut med information om att majoriteten av dessa kommer vaccineras på vårdcentral. De som har hemsjukvård eller är över 90 år kommer få en kallelse via post. Men de som endast har hemtjänst kommer inte kallas automatiskt utan ska boka tid själva. Planen har väckt reaktioner och SVT Nyheter Sörmland har fått många frågor om just detta. Hur ska de som saknar bank-ID boka sin tid för vaccinering och ska personer i riskgrupp ta sig till vårdcentralerna för att få sin dos? 
20	MDCL	MDCL	2021-01-06	Om du har otur kan mötet med ett dörrhandtag, ett trappräcke eller en hissknapp ge dig covid-19. På sådana beröringsytor, som många kommer i kontakt med varje dag, kan viruset överleva länge, vilket kan leda till coronautbrott på exempelvis sjukhus och vårdhem. Men denna smittväg kan blockeras genom att använda koppar i stället för plast i handtag, räcken och knappar. En ny studie visar att coronaviruset bara är aktivt i en minut på en kopparyta, medan livslängden på plast eller trä kan vara flera timmar eller till och med dagar. De antibakteriella egenskaperna hos koppar, silver och guld är väldokumenterade, men att koppar är så effektivt mot just corona är överraskande. Upptäckten kommer knappast att spela någon större roll under den aktuella pandemin, men den kan få betydelse för val av material till framtida byggen och renoveringar. 
21	NEWS	NEWS	2021-01-06	Anders Tegnell och Johan Carlson tillsammans med statsrådet Maria Larsson under en presskonferens om svininfluensan 2009. Barack Obama fick en varning 2009 när Sverige massvaccinerade mot svininfluensan. Inför vårens vaccination mot covid-19 har svenska regionpolitiker vunnit en delseger mot Folkhälsomyndigheten. Vaccination i ett tillfälligt uppsatt militärtält på Ystads lasarett i oktober 2009. Foto: Drago Prvulovic/TT Naturklassen på Rönninge gymnasium vaccineras i november 2009. Foto: Fredrik Persson/TT Johan Carlson och Anders Tegnell som 2009, innan Folkhälsomyndigheten hade bildats, arbetade på Smittskyddsinstitutet och Socialstyrelsen. Foto: Bertil Ericsson/TT Iapril 2009 kommer oroande rapporter om influensautbrott i Mexiko, och i juni förklarar WHO att världen har drabbats av den första globala pandemin på fyrtio år. I Vita huset varnas inte den nye presidenten Barack Obama för pandemin - utan för att överreagera. De som varnar honom var med vid en hotande svininfluensa 1976. 
22	NEWS	NEWS	2021-01-06	Det ansträngda vårdläget har fått sex av landets regioner att aktivera krislägesavtalet - men ingen har tillämpat det. Personalen jobbar i praktiken dubbla pass utan annat än vanlig ob. - Vi förtjänar en rimlig ersättning för det jobb vi gör, säger iva-sjuksköterskan Malin Gille. Vårdpersonal undrar varför krislägesavtalet inte tillämpas. Arkivbild. Foto: Staffan Löwstedt/SvD/TT "Vi förtjänar en rimlig ersättning för det jobb vi gör", säger Malin Gille, iva-sjuksköterska Region Gävleborg. Foto: Privat "Jag förstår inte varför man inte tillämpar det", säger Catarina Lindström, iva-sjuksköterska Region Gävleborg, om det aktiverade krislägesavtalet. Foto: Privat Före jul aktiverade tre regioner krislägesavtalet. Sedan dess har ytterligare tre fått sitt aktiverat. Syftet är att kunna förlänga vårdpersonalens arbetsdagar och samtidigt höja deras löner. Hittills har dock ingen region börjat tillämpa avtalet. I teorin innebär det att medarbetarna fortsatt arbetar lika mycket och har samma ersättning som tidigare. I praktiken innebär det fler övertidspass med oförändrad lön. 
23	NEWS	NEWS	2021-01-06	Polisen larmar om bedragare som ringer till äldre personer i syfte att ta sig in i deras bostäder. Arkivbild. Polisen i Bergslagen varnar för bedragare som försöker ta sig in i äldres bostäder med löfte om vaccinering mot covid-19. - Äldre personer blir uppringda av personer som säger sig jobba för hemtjänsten, säger Olga Korpela vid polisen. Flera äldre i Dalarna och Värmland har på sistone blivit uppringda av bedragare som försöker bli insläppta i deras bostäder för en påstådd vaccinering mot covid-19, enligt polisen. Personerna påstår sig jobba för hemtjänsten och uppger att en läkare ska följa med under besöket. - Vi vill naturligtvis göra folk uppmärksamma på att det här sker. Någon ringer och försöker utge sig för att vara nått som de inte är, så man ser upp med det. Det här är inte ett sätt som vården använder för att ta kontakt med dem som behöver vaccineras, säger Olga Korpela som är vakthavande befäl i polisregion Bergslagen. 
24	NEWS	NEWS	2021-01-06	Sjuksköterskan Sanna Elkadiri fick på onsdagen den första dosen vaccin mot covid-19 i Nederländerna. En sjuksköterska blev den första personen att få vaccin mot covid-19 i Nederländerna på onsdagen - då landet som det sista inom EU inleder sitt vaccinationsprogram, rapporterar AFP. 39-åriga Sanna Elkadiri, som arbetar med demenspatienter på ett hem i östra Nederländerna, fick en spruta med Pfizer/Biontechs vaccin i direktsänd tv. 
25	NEWS	NEWS	2021-01-06	Varken Region Skåne eller den lokala 1177-sajten har vaccinformation på andra språk än svenska. Varken Region Skåne eller den lokala 1177-sajten har vaccinformation på andra språk än svenska. Regionen inväntar nu översättningar från Folkhälsomyndigheten. - Vi är väl medvetna om att vi inte går i takt när det gäller informationen, säger kommunikationsdirektören Anna Strömblad till Sydsvenskan. På den lokala 1177-sajten i Skåne går att läsa svar på frågor kring de nya vaccinen mot covid-19. Det handlar till exempel om hur vaccinationerna fungerar och om vaccinen är säkra. Men informationen finns bara att tillgå på svenska. Likväl har Region Skåne ännu inte lagt upp någon information på andra språk. Kommundirektören Anna Strömblad säger till Sydsvenskan att man är "väl medvetna" om informationsbristen. - Det gäller både svenska och andra språk. Skälet är att det delvis varit mycket osäkert både kring vaccinationsgodkännande och tillgång, säger hon till tidningen. Oklar prognos I nuläget inväntas översättningar från Folkhälsomyndigheten. Anna Strömblad kan inte säga exakt när informationen finns på plats, men hoppas på nästa vecka. - Det är jätteviktigt att det finns och att man kan fatta sitt beslut på fakta, säger hon till Sydsvenskan, och fortsätter: - Men det är också viktigt att det är faktagranskat och korrekt och att vi har nationell samstämmighet. 
26	PBLMD	PBLMD	2021-01-06	Sverige kan få 100 000 doser vaccin mot covid-19 nästa vecka - men då krävs det att Modernas vaccin godkänns av EU. I dag, onsdag, väntas besked om grönt ljus. Planen är att Modernas vaccin mot covid-19 ska godkännas under onsdagen, enligt Sveriges vaccinsamordnare Richard Bergström. Sverige har avtal om totalt 3,6 miljoner doser från Moderna, vaccin som räcker till 1,8 miljoner människor. Förutsatt ett godkännande kommer Sverige att få 11 000 doser från Moderna under nästa vecka. I söndags och i måndags levererades 80 000 doser av Pfizer-vaccinet till regionerna. Därmed väntas totalt 100 000 vaccindoser, från både Moderna och Pfizer, till Sverige under vecka 2, om allt går som det ska. Det är Europeiska läkemedelsmyndigheten (EMA) som ska godkänna Modernas vaccin mot covid-19. Om det godkänns är det sedan upp till EU-kommissionen att ge grönt ljus, ett besked som väntas gå snabbt. - Det tog två timmar förra gången, sade Richard Bergström till TT på tisdagen. 
27	PBLMD	PBLMD	2021-01-06	WHO har utsett en grupp som ska resa till Kina för att undersöka coronavirusets ursprung. Men Kina släpper inte in dem i landet. - Jag är väldigt besviken, säger WHO:s generaldirektör Tedros Adhanom Ghebreyesus. WHO har i flera månader planerat att skicka en grupp experter till Wuhan, där de första fallen av coronaviruset upptäcktes. Deras uppgift är att undersöka coronavirusets ursprung - forskare har länge sagt att det är viktigt att försöka ta reda på hur viruset kunde ta sig från djur till människor. Fick vända om Gruppen skulle ha tagit in i landet under tisdagen, men resan stoppades av kinesiska myndigheter som valt att inte godkänna alla visum. En av experterna fick vända om efter att ha anlänt till Kina, och en annan är fast i transit i ett tredje land. Resten av gruppen har ännu inte kunnat påbörja sina resor. "Uppdraget är en prioritet" WHO-chefen Tedros Adhanom Ghebreyesus säger att han varit i kontakt med högt uppsatta myndighetspersoner i Kina. - Jag har än en gång gjort det tydligt för dem att det här uppdraget är en prioritet för WHO, säger han i ett uttalande. "Nu lider hela världen" Ilona Kickbusch, grundaren till Världshälsoinstitutet i Geneve, menar att politiska konflikter mellan länder går ut över kampen mot coronapandemin - Jag tror att det kommer bli väldigt svårt att ta reda på virusets ursprung eftersom det har gått så lång tid, säger hon till The Guardian. Kickbusch anser att det här skiljer sig från hur Kina tidigare har hanterat hälsosamarbeten och menar att man under sarsutbrottet mellan 2002-2003 hade ett mycket större fokus på samarbete och transparens. Hon ser inte samma öppenhet kring coronapandemin: - Nu lider hela världen, säger hon. 
28	NEWS	NEWS	2021-01-07	Massvaccineringen är i gång. Cirka 40 000 personer har vaccinerats mot covid-19 i Sverige, enligt Läkemedelsverkets uppgifter från början av vecka 1. Siffran kommer från början av veckan, enligt Läkemedelsverket som också löpande redovisar vilka konsekvenser som vaccineringen misstänks innebära. Hittills har myndigheten handlagt tio rapporter om misstänkta biverkningar. Framför allt rör det förväntade milda lokala symtom vid injektionsstället och vanliga reaktioner som uppkommer när immunförsvaret aktiveras. Totalt två personer har avlidit efter att ha vaccinerats med covidvaccinet från Pfizer/Biontech och båda fallen handlar om äldre och sjuka personer. Myndigheten kan inte fastställa att dödsfallen kan kopplas till vaccinationerna. "Det andra dödsfallet rapporterades in till oss på Läkemedelsverket den 5 januari. Det rör sig om en äldre kvinna med demens i palliativt skede som vaccinerades med Comirnaty, fick feber och avled tre dagar senare. I nuläget har vi ingen kännedom om kvinnans fastställda dödsorsak och det finns inget etablerat orsakssamband med vaccinet", säger Veronica Arthurson, enhetschef vid Läkemedelsverket, i ett pressmeddelande. Vaccinationerna mot covid-19 startade 27 december i Sverige. 
